entry_time,exit_time,direction,contracts,position_size,entry_price,exit_price,stop_loss,take_profit,pnl_ticks,pnl_points,pnl_dollars,commission,slippage_cost,net_pnl,exit_reason,strategy_type
2022-11-07T09:45:00-05:00,2022-11-07T14:10:00-05:00,short,1,1.0,10863.25,10969.0,10969.0,10654.75,-423.0,-105.75,-211.5,4.5,1.0,-217.0,Stop Loss,
2022-11-08T09:45:00-05:00,2022-11-08T09:50:00-05:00,short,1,1.0,11013.0,11083.0,11083.0,10876.0,-280.0,-70.0,-140.0,4.5,1.0,-145.5,Stop Loss,
2022-11-08T10:15:00-05:00,2022-11-08T11:35:00-05:00,long,1,1.0,3829.25,3864.25,3810.75,3864.25,140.0,35.0,175.0,4.5,2.5,168.0,Take Profit,
2022-11-10T09:50:00-05:00,2022-11-10T15:50:00-05:00,long,1,1.0,11395.5,11631.0,11269.0,11646.5,942.0,235.5,471.0,4.5,1.0,465.5,End of Day,
2022-11-10T09:55:00-05:00,2022-11-10T15:50:00-05:00,long,1,1.0,3900.5,3964.25,3870.75,3958.0,255.0,63.75,318.75,4.5,2.5,311.75,End of Day,
2022-11-11T10:00:00-05:00,2022-11-11T10:05:00-05:00,short,1,1.0,3949.5,3974.0,3974.0,3903.5,-98.0,-24.5,-122.5,4.5,2.5,-129.5,Stop Loss,
2022-11-11T10:15:00-05:00,2022-11-11T13:10:00-05:00,long,1,1.0,11645.75,11796.25,11569.5,11796.25,602.0,150.5,301.0,4.5,1.0,295.5,Take Profit,
2022-11-14T09:45:00-05:00,2022-11-14T10:05:00-05:00,short,1,1.0,11717.5,11785.5,11785.5,11584.5,-272.0,-68.0,-136.0,4.5,1.0,-141.5,Stop Loss,
2022-11-17T10:20:00-05:00,2022-11-17T12:55:00-05:00,long,1,1.0,11615.0,11756.0,11543.5,11756.0,564.0,141.0,282.0,4.5,1.0,276.5,Take Profit,
2022-11-18T09:45:00-05:00,2022-11-18T15:50:00-05:00,short,1,1.0,11746.0,11685.75,11842.75,11555.5,241.0,60.25,120.5,4.5,1.0,115.0,End of Day,
